TAZID,CO_TAZID,DEVACRES,HH_19,JOB_19,JOBAUTO_19,HHAUTO_19,JOBTRANSIT_19,HHTRANSIT_19,COMPAUTO_19,COMPTRANSIT_19,HH_30,JOB_30,JOBAUTO_30,HHAUTO_30,JOBTRANSIT_30,HHTRANSIT_30,COMPAUTO_30,COMPTRANSIT_30,HH_40,JOB_40,JOBAUTO_40,HHAUTO_40,JOBTRANSIT_40,HHTRANSIT_40,COMPAUTO_40,COMPTRANSIT_40,HH_50,JOB_50,JOBAUTO_50,HHAUTO_50,JOBTRANSIT_50,HHTRANSIT_50,COMPAUTO_50,COMPTRANSIT_50
2195,492195,189.79,93.7,0.0,166526,93064,0,0,166526,0,246.0,0.0,226182,136321,9217,3950,226182,9217,314.0,0.0,261245,166091,10588,4909,261245,10588,361.0,0.0,308926,194793,12058,5317,308926,12058
2196,492196,281.76,65.9,120.0,177731,99567,0,0,138518,0,149.0,337.0,216145,127964,7543,3395,166444,5205,262.0,399.0,261273,163582,12292,5736,214772,9171,337.0,408.0,307481,191053,14111,6147,258041,10729
2197,492197,111.57,0.0,681.8,180106,99711,0,0,99711,0,0.0,933.0,240435,141187,6862,2628,141187,2628,0.0,1499.0,278862,172159,8946,4122,172159,4122,0.0,1504.0,327800,200963,10127,4445,200963,4445
2198,492198,55.73,0.0,661.9,189024,104404,0,0,104404,0,0.0,664.0,252421,147700,11796,4645,147700,4645,0.0,667.0,292631,180202,13880,6125,180202,6125,0.0,869.0,344179,210472,15634,6550,210472,6550
2199,492199,240.78,15.0,0.0,166302,92188,0,0,166302,0,109.0,0.0,226202,135915,0,0,226202,0,202.0,1.0,257581,162906,0,0,257302,0,250.0,1.0,303480,190386,0,0,303205,0
2200,492200,145.4,15.0,47.5,191169,105739,0,0,136796,0,42.0,64.0,234986,138304,11507,4410,190000,8205,64.0,65.0,274867,171405,13616,5670,235835,10618,71.0,65.0,324657,201222,15294,6096,280444,11999
2201,492201,254.71,0.0,2856.5,179870,98409,0,0,98409,0,0.0,3541.0,234052,136559,7074,2817,136559,2817,0.0,3843.0,273591,168458,8280,3611,168458,3611,0.0,4145.0,322881,197907,9322,3867,197907,3867
2202,492202,366.35,16.0,4.4,172392,95201,0,0,162205,0,48.0,19.0,233994,138761,0,0,216436,0,88.0,33.0,277815,175014,0,0,259023,0,99.0,84.0,330719,206887,0,0,288503,0
2203,492203,261.34,0.0,254.3,173915,95709,0,0,95709,0,0.0,279.0,236191,139695,0,0,139695,0,0.0,313.0,280521,176182,0,0,176182,0,0.0,341.0,333879,208287,0,0,208287,0
2204,492204,202.43,283.0,13.6,153884,88723,4388,2275,152198,4334,322.0,14.0,200996,121568,12135,5980,199071,11985,341.0,16.0,229790,144583,13433,6814,227470,13253,361.0,16.0,268355,166751,14766,7253,265682,14569
2205,492205,203.17,282.4,0.0,145665,84243,4605,2220,145665,4605,294.0,0.0,189635,114700,7084,3771,189635,7084,302.0,0.0,215519,135803,7440,4139,215519,7440,313.0,0.0,251688,156797,8388,4547,251688,8388
2206,492206,196.3,244.4,0.0,143682,82822,5457,2559,143682,5457,251.0,0.0,184351,111195,7207,3713,184351,7207,258.0,0.0,208878,131366,7528,4066,208878,7528,259.0,0.0,243768,151481,8517,4462,243768,8517
2207,492207,171.19,119.2,2640.4,162714,93138,5441,2332,98390,2566,127.0,2692.0,212110,127154,9355,4707,133637,5062,135.0,2738.0,241232,150943,14921,7259,157837,7844,143.0,2856.0,280971,173966,16610,7687,182088,8365
2208,492208,170.5,297.2,0.0,153745,88175,3925,1777,153745,3925,317.0,0.0,199787,119562,4053,1912,199787,4053,372.0,0.0,225861,141549,5868,2717,225861,5868,390.0,0.0,262776,163046,6530,2900,262776,6530
2209,492209,169.17,304.0,64.2,151211,86368,5893,2623,144432,5551,314.0,70.0,192226,114880,8201,3921,183492,7717,317.0,71.0,217080,135785,8484,4241,207499,7984,321.0,72.0,252005,156283,9535,4622,240491,8944
2210,492210,285.33,409.7,0.0,146081,83400,6037,2707,146081,6037,440.0,2.0,184936,110455,8661,4198,184743,8650,511.0,2.0,208042,130075,8989,4561,207860,8978,561.0,4.0,240635,149084,10130,4970,240239,10107
2211,492211,149.64,598.8,816.0,156361,88496,13815,5179,127201,10104,605.0,936.0,204259,120990,15329,6649,165200,11257,646.0,985.0,233592,144897,30983,13324,191347,22572,652.0,1089.0,272614,167502,34465,14285,219584,24284
2212,492212,201.03,427.8,175.4,150238,84512,14299,5610,138093,12693,467.0,333.0,194264,114369,8029,3130,171144,6612,480.0,619.0,221001,136592,23690,9698,184302,17607,511.0,858.0,258049,158328,26551,10471,207607,18418
2213,492213,260.15,485.8,118.9,164312,92225,12118,5109,155720,11283,490.0,188.0,192666,113422,11213,5103,178424,10115,498.0,285.0,217238,134430,17349,7786,196164,14915,599.0,354.0,253838,156019,19486,8365,227931,16540
2214,492214,214.63,437.9,226.6,145933,82577,6279,2674,131840,5477,463.0,268.0,184414,109315,6897,3240,165757,5988,486.0,282.0,206901,128864,7076,3506,186836,6158,505.0,287.0,240053,148404,7911,3794,216471,6852
2215,492215,264.01,535.6,0.0,131932,75136,0,0,131932,0,557.0,0.0,165803,98742,0,0,165803,0,566.0,0.0,185428,115817,0,0,185428,0,568.0,0.0,213660,132402,0,0,213660,0
2216,492216,152.54,412.5,116.5,151049,84227,12135,4945,142024,11164,439.0,154.0,191675,112425,12902,5610,178448,11685,454.0,172.0,215239,132849,16640,7265,200052,14912,462.0,187.0,250006,153445,18679,7815,230895,16529
2217,492217,233.17,505.3,0.0,151518,84430,0,0,151518,0,564.0,0.0,191507,112344,3126,1226,191507,3126,615.0,0.0,214227,132338,4623,1880,214227,4623,629.0,0.0,248006,152550,5237,2005,248006,5237
2218,492218,314.39,532.1,0.0,140110,77834,0,0,140110,0,624.0,0.0,175015,102446,0,0,175015,0,707.0,0.0,194595,120203,0,0,194595,0,746.0,0.0,223092,137569,0,0,223092,0
2219,492219,39.91,51.6,524.9,164644,91638,19996,8399,102659,10149,53.0,529.0,212390,124119,14312,6018,137294,7256,53.0,531.0,239150,147045,30513,13040,160248,15545,53.0,559.0,279977,171284,34184,14047,185913,16757
2220,492220,71.19,241.8,1792.6,164551,91223,18984,8130,105605,10259,246.0,1828.0,209884,122460,15890,7153,139133,8819,228.0,2346.0,235364,144619,32639,14700,157333,17214,228.0,2482.0,273502,167391,36737,15876,181287,18608
2221,492221,195.51,700.1,410.4,159928,88047,14904,5858,142334,12690,723.0,458.0,202517,117604,16907,7234,179960,14337,733.0,474.0,227429,139304,19276,8700,202899,16332,734.0,508.0,263429,160997,20821,9386,233035,17428
2222,492222,305.35,508.5,265.2,160223,88355,4819,1957,144139,4178,542.0,278.0,201267,117116,5862,2337,182203,5063,610.0,280.0,224918,138154,7131,3040,206268,6252,628.0,280.0,260213,159637,7682,3281,238719,6741
2223,492223,264.96,635.6,0.0,153172,83774,0,0,153172,0,679.0,0.0,190855,110372,0,0,190855,0,704.0,0.0,212155,129951,0,0,212155,0,707.0,0.0,242516,149064,0,0,242516,0
2224,492224,120.72,141.6,841.6,178758,97781,15288,6332,116675,8421,146.0,1000.0,206691,119522,14840,6497,137270,8196,153.0,1098.0,231760,141537,16403,7757,158622,9394,156.0,1129.0,267211,163257,17187,8357,182466,9989
2225,492225,313.82,439.8,34.4,162250,88599,5450,2235,159197,5317,467.0,42.0,202407,116989,7229,3000,198235,7022,480.0,43.0,225799,138026,8306,3718,221347,8074,487.0,44.0,260088,159240,8727,4004,254823,8481
2226,492226,219.29,386.3,0.0,151398,81763,0,0,151398,0,423.0,0.0,186215,106601,0,0,186215,0,452.0,0.0,206706,125712,0,0,206706,0,459.0,0.0,234484,143512,0,0,234484,0
2227,492227,71.79,37.6,505.7,180669,97553,14115,6047,107406,7004,41.0,522.0,224377,128749,12794,5446,140311,6334,43.0,522.0,251001,152704,14914,6750,164632,7741,43.0,526.0,286741,175610,15877,7406,188751,8408
2228,492228,248.11,229.6,456.0,175448,94487,11187,4755,133076,7820,244.0,543.0,218225,124960,12250,5307,166030,8364,261.0,557.0,245544,149634,13425,6458,191830,9523,287.0,559.0,278489,170950,13805,7016,220114,10120
2229,492229,277.52,296.4,160.5,166659,89534,4605,2016,148889,4009,311.0,175.0,205668,117537,5634,2494,184235,4870,326.0,179.0,230827,140763,6118,2964,208607,5340,344.0,181.0,261821,160946,6276,3192,237323,5527
2230,492230,347.11,422.5,0.0,162819,86793,3195,1478,162819,3195,472.0,0.0,198714,112964,3547,1768,198714,3547,506.0,0.0,221247,134508,3596,1970,221247,3596,521.0,0.0,249480,153098,3692,2102,249480,3692
2231,492231,129.2,1167.9,267.2,159890,89943,13905,5017,152036,12907,1331.0,413.0,219112,128931,17130,6917,205537,15593,1417.0,452.0,253268,156218,28282,11820,237754,25650,1442.0,455.0,296951,181410,31426,12658,278312,28398
2232,492232,95.28,773.0,538.8,166383,92871,17097,6657,145935,14193,874.0,567.0,218577,128337,11879,4529,194183,9892,978.0,575.0,248185,153069,27573,10868,223489,23236,980.0,586.0,291677,178799,31019,11722,261522,25864
2233,492233,56.79,168.6,346.4,168316,93638,18506,7490,128601,12647,248.0,415.0,219955,128783,12403,4743,175403,8660,250.0,417.0,249216,153399,26134,10337,201429,18256,252.0,541.0,292648,179202,29448,11147,228340,19074
2234,492234,119.18,255.9,538.5,173860,96787,11065,4048,132412,7291,593.0,1376.0,228589,134136,19504,8217,174759,13072,687.0,1379.0,261219,160639,23085,10170,206413,16048,726.0,1379.0,307077,187789,25454,10751,243068,17565
2235,492235,60.71,4.0,147.7,177508,98177,10020,3955,101881,4238,4.0,396.0,236062,137620,19821,8182,139331,8384,4.0,862.0,269307,164841,21741,9640,165648,9733,4.0,1768.0,317456,193376,23151,10129,193835,10177
2236,492236,107.24,1068.9,2915.1,167542,93061,10116,3818,122761,6329,1154.0,3049.0,222565,130172,12558,5277,166999,8179,1154.0,3153.0,252793,155119,16611,7299,192261,10840,1157.0,3344.0,297446,181578,18412,7810,223530,11649
2237,492237,105.63,1.0,722.9,164663,91298,15575,6485,91481,6508,1.0,915.0,211872,123388,14845,6342,123557,6358,1.0,915.0,238179,145997,24004,10424,146166,10449,1.0,916.0,278546,169870,26789,11193,170064,11221
2238,492238,48.7,202.0,276.7,169250,93344,21760,8869,136538,16205,205.0,390.0,215775,125351,19376,7995,168691,13450,205.0,483.0,242374,148465,26696,11540,187506,17841,205.0,534.0,281333,172047,29758,12406,214276,19111
2239,492239,181.26,0.0,614.3,172975,95163,8255,3260,95163,3260,0.0,1040.0,227562,131726,13625,5851,131726,5851,0.0,1084.0,257546,156772,17796,7994,156772,7994,0.0,1289.0,301918,183156,19545,8571,183156,8571
2240,492240,91.33,7.0,1433.4,169124,93050,18858,7888,93716,7984,7.0,1631.0,215332,124950,18681,8211,125624,8290,28.0,1711.0,241118,147710,25366,11678,150205,12044,28.0,1969.0,279697,171071,27843,12602,173547,12949
2241,492241,108.13,0.0,148.5,177911,98138,8149,3178,98138,3178,0.0,442.0,246836,143317,19004,7949,143317,7949,0.0,1044.0,282328,172313,22035,10069,172313,10069,0.0,1426.0,331709,201733,23862,10688,201733,10688
2242,492242,172.24,334.0,704.4,174403,95795,5261,1872,132087,3437,471.0,1312.0,231885,134040,13699,5738,171808,8811,495.0,1759.0,263138,160061,18435,8236,193102,11505,509.0,2155.0,307183,186310,20247,8832,220064,12020
2243,492243,164.59,87.1,1860.0,182763,99908,14618,6065,106378,6733,95.0,2035.0,233046,134574,17774,7652,142016,8417,100.0,2162.0,238917,145822,21751,9968,152521,10816,103.0,2267.0,276712,168948,23769,10795,176422,11695
2244,492244,291.38,0.0,24.2,201023,110242,0,0,110242,0,0.0,558.0,269575,157068,0,0,157068,0,0.0,1321.0,284749,174710,0,0,174710,0,0.0,2059.0,334524,204749,0,0,204749,0
2245,492245,302.32,0.0,2261.3,182633,98432,0,0,98432,0,0.0,2348.0,245795,141766,0,0,141766,0,0.0,2464.0,260405,159775,4723,2562,159775,2562,0.0,2475.0,305037,187662,5430,2789,187662,2789
2246,492246,408.11,146.4,1026.3,188296,102154,6744,2390,119821,3283,262.0,1658.0,244259,140380,10208,4072,162894,5402,346.0,2004.0,248934,150893,12673,5596,172901,7185,362.0,2800.0,291060,176350,14011,6018,196421,7417
2247,492247,213.65,162.7,808.4,167236,90569,10397,4097,111029,5779,177.0,1159.0,212594,121765,12236,4997,140930,6524,183.0,1235.0,238773,145433,14172,6448,164006,7985,194.0,1243.0,276306,169062,15498,6990,190922,8724
2248,492248,227.15,235.2,208.3,176238,94699,6495,2044,149437,5032,251.0,216.0,221425,126470,8889,3274,190137,7039,270.0,217.0,252758,154444,15234,6284,220899,12333,281.0,218.0,292269,179813,17205,6746,256161,13847
2249,492249,174.8,316.4,612.7,173688,93295,15219,6566,132121,10745,330.0,1022.0,215143,122893,11909,5184,156213,7613,345.0,1060.0,244283,148707,13130,6282,182447,8699,346.0,1117.0,279832,171572,13608,6854,208048,9130
2250,492250,200.12,24.8,3668.0,190645,101967,9003,4048,103038,4108,27.0,3709.0,239681,136225,11120,5218,137527,5293,27.0,3735.0,274629,166303,17581,8644,167600,8751,27.0,4563.0,317783,193620,19340,9283,194814,9379
2251,492251,397.72,1.0,2309.6,194610,104127,4099,1344,104198,1346,1.0,3412.0,245460,140454,5646,2249,140508,2251,1.0,3729.0,260685,159694,9275,5031,159740,5033,1.0,3879.0,303680,187008,10524,5451,187057,5453
2252,492252,95.31,0.0,0.0,159281,85156,0,0,0,0,220.0,0.0,222069,128574,0,0,222069,0,319.0,0.0,241308,152348,13523,7676,241308,13523,329.0,113.0,283544,179788,15219,8420,265580,14042
2253,492253,102.23,0.0,0.0,0,0,0,0,0,0,19.0,127.0,223476,129544,19260,9361,149044,11416,19.0,633.0,248042,156761,27498,14514,161134,15136,20.0,1216.0,290267,184237,30437,15930,187022,16311
2254,492254,103.06,0.0,0.0,0,0,0,0,0,0,1631.0,160.0,218168,126046,20892,9518,213281,20289,3055.0,168.0,238705,150145,25606,12247,235892,25182,3560.0,0.0,276543,175669,28868,13386,276543,28868
2255,492255,81.2,0.0,0.8,177904,94439,0,0,94439,0,1092.0,361.0,220763,127216,29455,13238,205907,26880,2384.0,232.0,241548,151674,39264,18286,236617,38113,2628.0,232.0,279360,177667,44156,20135,274167,42929
2256,492256,218.52,0.0,0.0,194782,104206,3768,1235,0,0,0.0,443.0,213323,121122,5484,2126,121122,2126,0.0,1671.0,256316,159470,5583,3973,159470,3973,0.0,3407.0,298682,186830,6339,4365,186830,4365
2257,492257,122.47,0.0,178.7,202547,108449,7780,2540,108449,2540,0.0,469.0,233733,132821,13396,5299,132821,5299,0.0,1080.0,275795,170363,8541,4726,170363,4726,0.0,1686.0,321126,200129,9493,5191,200129,5191
2258,492258,147.8,117.4,415.6,184205,98463,6455,2072,127458,3554,574.0,1139.0,230375,130990,12265,4683,177580,8237,738.0,1139.0,270225,166555,7890,3356,220533,5717,752.0,1139.0,314653,195691,8849,3606,257543,6332
2259,492259,159.79,0.0,70.3,186827,99210,3879,1232,99210,1232,0.0,785.0,219905,125186,26862,13438,125186,13438,0.0,1675.0,255598,158122,35231,19333,158122,19333,0.0,2932.0,296412,186281,38805,21337,186281,21337
2260,492260,122.84,0.0,0.0,196119,104309,10511,3394,0,0,0.0,953.0,227265,129177,24417,11611,129177,11611,0.0,1209.0,252570,155956,27435,14720,155956,14720,0.0,1988.0,291948,183220,29866,16199,183220,16199
2261,492261,157.63,0.0,1351.7,191364,101576,8323,2826,101576,2826,0.0,1363.0,237301,134618,16765,7960,134618,7960,0.0,1383.0,275449,169298,14305,8638,169298,8638,0.0,1423.0,318797,199270,15380,9521,199270,9521
2262,492262,124.19,422.7,0.0,174125,92314,0,0,174125,0,628.0,0.0,210359,120914,18476,9226,210359,18476,836.0,0.0,228687,142932,22673,12622,228687,22673,860.0,0.0,274980,174826,25279,13969,274980,25279
2263,492263,107.93,206.7,0.0,175250,92725,2343,765,175250,2343,453.0,0.0,216895,124444,24926,11528,216895,24926,479.0,0.0,236885,147702,33004,16365,236885,33004,575.0,0.0,273946,173977,36942,18005,273946,36942
2264,492264,107.56,0.0,17.5,191871,101840,5371,1771,101840,1771,0.0,756.0,224682,128014,12628,7210,128014,7210,0.0,1220.0,259875,161106,24399,14049,161106,14049,0.0,1220.0,301072,189905,26988,15362,189905,15362
2265,492265,103.41,108.9,493.7,175906,92898,11136,3774,116571,5874,275.0,973.0,221396,125963,23652,11094,157558,15252,355.0,1383.0,256404,158877,28661,15060,188219,19152,358.0,1634.0,296850,187379,31840,16487,216321,20546
2266,492266,140.84,2.0,2049.0,191232,101442,8320,3025,101601,3034,2.0,2191.0,236978,134504,16163,8166,134668,8178,2.0,2203.0,275709,169545,14804,8789,169707,8798,2.0,2203.0,319033,199582,15961,9683,199760,9693
2267,492267,130.44,178.2,0.0,168876,89050,0,0,168876,0,351.0,0.0,207134,118542,11664,6530,207134,11664,363.0,0.0,227017,141504,13293,8625,227017,13293,372.0,0.0,262204,167152,14586,9506,262204,14586
2268,492268,210.57,396.8,0.0,171389,89982,3158,1070,171389,3158,571.0,0.0,232247,132936,11713,6035,232247,11713,635.0,0.0,240315,149497,16316,8893,240315,16316,677.0,0.0,277689,177027,17585,9730,277689,17585
2269,492269,54.3,1070.4,0.0,194123,102499,7912,2394,194123,7912,1104.0,0.0,224617,127365,16936,7838,224617,16936,1104.0,0.0,262487,162561,24958,11857,262487,24958,1104.0,0.0,303729,192791,27344,12892,303729,27344
2270,492270,60.96,439.4,292.9,181379,95392,11644,3783,158223,9527,461.0,516.0,226755,128530,17992,8871,188453,14435,461.0,524.0,265581,164475,25153,12995,224729,20241,461.0,525.0,307221,195115,27678,14090,261284,22110
2271,492271,141.84,1.0,1235.8,190105,100118,8800,3082,100249,3090,1.0,1243.0,234840,132752,13350,7197,132895,7205,1.0,1243.0,271768,166892,13950,8838,167034,8845,1.0,1243.0,313811,197495,14815,9674,197648,9681
2272,492272,144.94,163.6,0.0,161566,84841,0,0,161566,0,281.0,0.0,217679,124491,9658,5394,217679,9658,321.0,0.0,244791,152348,11321,7113,244791,11321,353.0,0.0,282931,180371,12344,7821,282931,12344
2273,492273,133.89,93.4,31.6,176454,92325,3018,997,163198,2699,148.0,33.0,222714,126847,9980,5637,211886,9489,185.0,34.0,256647,159764,11594,7350,247076,11175,209.0,35.0,296614,189324,12520,8083,286676,12109
2274,492274,162.17,151.3,33.8,181179,94892,7776,2559,171694,7203,297.0,36.0,217094,123104,13709,7156,211010,13285,343.0,37.0,252110,156510,15020,9132,246330,14664,350.0,38.0,291381,185521,16018,9990,284809,15644
2275,492275,30.04,455.3,31.8,188307,99161,12553,3966,184993,12234,461.0,32.0,233141,131939,20206,10061,229283,19819,461.0,86.0,274486,170169,22405,13041,264040,21467,461.0,86.0,317905,202230,23896,14276,306093,22914
2276,492276,146.13,1.0,1843.7,190676,100345,10284,3551,100433,3558,1.0,1858.0,234683,132512,14666,7849,132608,7855,1.0,1907.0,272206,167112,14252,8969,167204,8973,1.0,1941.0,313912,197518,15430,9810,197617,9815
2277,492277,156.34,161.3,0.0,171538,89657,1756,556,171538,1756,223.0,0.0,183281,104575,3631,1995,183281,3631,249.0,0.0,239515,148957,3967,2547,239515,3967,254.0,0.0,275349,175534,4299,2794,275349,4299
2278,492278,409.57,871.8,268.7,184047,96200,14645,4014,171258,13097,1099.0,294.0,205017,115261,19214,7882,193123,17712,1174.0,312.0,238687,147785,18528,9033,226249,17229,1178.0,421.0,269836,172731,20168,9923,252465,18335
2279,492279,142.16,217.9,745.2,180430,94146,16559,4941,123994,8960,225.0,751.0,220235,123731,23494,10417,156939,14917,239.0,751.0,250416,154117,20343,10800,187620,14120,242.0,793.0,288026,182605,22251,11821,217773,15301
2280,492280,140.4,122.4,349.9,184358,96230,27748,8243,130382,15802,276.0,370.0,223797,125686,39505,16192,181255,29396,416.0,379.0,261192,160497,37302,18493,225738,30680,430.0,381.0,300985,191788,40828,20233,262688,33605
2281,492281,226.09,4.8,4360.9,178700,92928,12303,4365,93099,4381,5.0,4412.0,215804,120800,13744,6178,120988,6193,5.0,4451.0,256645,158304,7313,4087,158489,4093,5.0,4500.0,296403,189749,7825,4350,189943,4357
2282,492282,127.29,573.6,0.0,178412,92984,10424,3073,178412,10424,624.0,1.0,215488,120866,12688,5118,215402,12681,773.0,1.0,252842,156042,11626,5953,252767,11622,780.0,1.0,290598,185943,12844,6555,290517,12839
2283,492283,306.35,50.7,0.0,168642,87784,3477,1149,168642,3477,86.0,0.0,213524,119965,3394,1900,213524,3394,234.0,3.0,246295,152086,3033,2141,245580,3026,281.0,28.0,282781,181592,3163,2332,276986,3116
2284,492284,178.34,14.8,103.5,186293,96667,12568,3715,115085,5534,15.0,134.0,226979,127271,18222,8887,143613,10417,314.0,161.0,264092,162463,17462,10417,240289,15812,462.0,166.0,302341,192715,19297,11394,282643,17877
2285,492285,162.82,307.7,47.8,182734,97852,12984,5697,176021,12407,328.0,49.0,227449,129581,16177,7306,219756,15480,331.0,49.0,258783,157311,17310,8482,250550,16594,335.0,84.0,297483,182412,17980,9088,282226,16801
2286,492286,80.47,275.4,385.3,194246,104165,20568,8892,154958,15476,296.0,403.0,242093,138218,20206,9054,196657,15328,333.0,391.0,273147,166404,21794,10580,229180,17175,385.0,351.0,287232,176529,22540,11354,247685,18544
2287,492287,53.42,341.5,1610.0,191266,102227,11417,5478,126915,7125,353.0,1692.0,238599,135633,16179,8097,163184,10260,353.0,1715.0,272377,165308,16811,9199,192776,11152,352.0,1759.0,313421,191991,17529,9780,222001,11695
2288,492288,162.17,545.0,117.8,185869,99199,10151,4531,176618,9551,553.0,131.0,230931,131365,13212,6227,219067,12380,554.0,131.0,263009,160186,13563,7038,250299,12757,554.0,133.0,301765,185894,14150,7527,286972,13304
2289,492289,151.24,452.9,644.5,179831,95605,16150,6925,142744,12088,461.0,669.0,221786,126073,18294,8182,178412,13711,467.0,675.0,250321,152403,19479,9644,204986,14926,472.0,687.0,285163,175816,19994,10518,233754,15539
2290,492290,181.17,957.7,1436.2,189835,100672,7533,3385,149419,5652,992.0,1702.0,233048,132244,16849,8083,183160,12511,997.0,1777.0,267802,163646,17872,9575,214130,13597,1001.0,1845.0,307616,191069,18931,10486,245950,14463
2291,492291,200.51,543.4,3349.3,183262,96710,11857,5392,116346,6859,693.0,3381.0,222266,125714,16919,8172,151215,10482,854.0,3353.0,252827,154345,17723,9759,183813,12142,1121.0,3438.0,287336,178655,18449,10758,216528,13438
2292,492292,187.42,724.5,633.7,190081,100521,7352,3111,160889,5970,771.0,671.0,233120,132176,17151,8064,199607,14134,789.0,673.0,267479,163561,17491,9300,232436,14729,801.0,673.0,306947,190982,18336,10127,267669,15555
2293,492293,169.54,608.6,169.5,183529,96561,8618,3653,171925,7956,630.0,225.0,222020,125331,17012,7750,205640,15443,640.0,241.0,252470,154039,18090,9371,234416,16491,650.0,248.0,286564,178347,18798,10368,266143,17207
2294,492294,95.48,385.4,696.0,181825,95456,19843,8209,138674,14031,516.0,956.0,218085,122955,20124,9008,169179,14409,767.0,825.0,246543,150326,21384,10765,208938,17234,1415.0,747.0,277951,173124,21907,11682,252429,19418
2295,492295,184.12,863.1,622.9,191843,101004,7613,3224,165935,6362,877.0,653.0,234422,132504,16367,7907,204015,13843,993.0,703.0,268540,163889,20127,10443,237468,17252,994.0,732.0,307647,192151,21060,11314,271862,18040
2296,492296,161.69,405.4,1423.1,184736,96575,7169,3053,126554,4453,421.0,1464.0,223027,125528,12682,6599,158182,8637,430.0,1469.0,254735,155056,13478,8094,187870,9866,462.0,1463.0,289641,180842,13771,8869,217969,10542
2297,492297,149.11,747.3,2640.4,179417,93522,14493,6138,122605,8967,789.0,2710.0,214953,120709,18003,8498,152533,11708,1027.0,2359.0,243818,148314,18746,10130,188609,13765,1538.0,1878.0,275562,172188,19046,11047,231449,15632
2298,492298,81.67,178.8,810.8,185348,99230,18303,8107,123786,11014,327.0,896.0,230523,131545,18748,8537,170137,12518,546.0,811.0,258629,157576,20144,10026,211157,15391,539.0,825.0,292388,179754,21393,11147,238020,16447
2299,492299,236.21,610.2,61.7,176313,94400,10353,4601,171976,10049,636.0,73.0,217483,124113,12414,5804,211739,12007,649.0,75.0,243649,148546,12947,6650,237516,12541,721.0,75.0,276265,170107,13288,7145,269935,12922
2300,492300,230.89,725.5,0.0,166554,88558,8409,3723,166554,8409,733.0,0.0,203249,115433,9491,4527,203249,9491,739.0,0.0,226087,137338,9641,5076,226087,9641,744.0,0.0,255792,157147,9916,5441,255792,9916
2301,492301,190.44,141.6,12.0,168165,88667,11670,5185,164607,11380,187.0,12.0,203730,115105,11397,5623,200597,11193,246.0,12.0,226171,136882,11569,6269,223646,11419,270.0,12.0,255404,156564,11899,6696,252797,11762
2302,492302,171.8,465.0,409.9,170994,91022,15177,6648,144790,12382,475.0,415.0,210606,119650,15813,7196,180331,12945,482.0,530.0,235982,143498,16662,8328,199350,13361,486.0,553.0,267337,164577,17097,8975,225250,13770
2303,492303,149.47,291.8,205.6,164420,87160,9317,4414,142761,7943,304.0,217.0,200134,113455,10576,5286,175032,9044,305.0,218.0,222816,135249,10688,5910,196642,9260,305.0,219.0,251430,154782,10989,6300,222005,9561
2304,492304,176.75,103.8,3487.0,171967,90577,8214,4142,94736,4350,110.0,3536.0,207416,117184,9431,5150,121845,5371,116.0,3536.0,229679,139165,9606,5755,143883,5956,118.0,3536.0,258788,159307,9913,6134,164470,6330
2305,492305,123.94,699.4,843.7,174538,92067,15131,6307,141542,11600,761.0,848.0,211277,119526,21672,9698,175596,17015,1017.0,792.0,238014,145274,22838,11550,208598,19257,1535.0,435.0,268525,167129,23484,12556,253589,21875
2306,492306,164.4,611.4,15.6,168374,88692,6111,2574,167265,6062,642.0,17.0,200788,113493,16041,7372,199488,15912,685.0,17.0,225583,137745,16615,8696,224302,16500,743.0,17.0,253607,158074,17047,9557,252293,16944
2307,492307,163.96,341.8,226.4,177090,92715,7942,3638,154474,6788,367.0,234.0,209781,118286,15287,7849,185359,13301,385.0,234.0,214796,130824,15782,9130,192453,14012,411.0,234.0,240786,149739,16543,10010,217327,14860
2308,492308,377.16,594.0,544.7,155422,80466,6391,2751,130205,5166,632.0,556.0,183633,102318,12598,5871,156442,10349,640.0,560.0,202403,122165,12986,6771,174886,10855,644.0,598.0,225713,139303,13352,7346,194479,11181
2309,492309,70.2,374.4,409.0,180647,94869,19614,8044,148348,15258,579.0,325.0,216294,121972,22503,9999,193398,19468,862.0,287.0,244317,149020,23802,11880,228527,21826,1004.0,263.0,275288,171472,24372,13039,260993,22812
2310,492310,164.11,814.9,406.3,170440,89364,8910,3662,152921,7776,902.0,415.0,202793,114295,15845,7173,184379,14040,977.0,415.0,227770,138891,16460,8518,209803,14854,1012.0,415.0,255593,159285,16900,9319,236332,15384
2311,492311,163.86,495.7,576.0,179485,93571,9656,4043,145880,7460,515.0,583.0,212339,119292,15915,7724,175805,12699,633.0,584.0,237105,144132,16402,8970,204102,13764,629.0,584.0,243113,151235,16871,9830,209906,14326
2312,492312,162.22,420.8,475.0,158468,82327,11914,4669,129209,9130,435.0,482.0,186115,104256,16415,7823,154392,13085,439.0,482.0,206196,125180,16952,9061,174135,13829,451.0,482.0,230364,143081,17437,9860,195931,14448
2313,492313,79.36,75.6,371.1,151634,78032,10674,3801,97850,5652,78.0,384.0,177062,98366,17891,8224,119013,10761,81.0,384.0,195379,117912,18333,9416,138150,11745,86.0,384.0,216416,134087,18715,10141,156207,12445
2314,492314,57.12,267.9,934.0,177633,92613,19691,8214,121655,12135,296.0,926.0,211249,118658,19806,9091,151886,12936,445.0,660.0,238719,145208,20926,10798,194825,16172,492.0,687.0,268788,167990,20878,11801,222439,16704
