FID,TAZID,CO_TAZID,DEVACRES,SA_2016,HH_19,JOB_19,JOBAUTO_19,HHAUTO_19,JOBTRANSIT_19,HHTRANSIT_19,COMPAUTO_19,COMPTRANSIT_19,HH_30,JOB_30,JOBAUTO_30,HHAUTO_30,JOBTRANSIT_30,HHTRANSIT_30,COMPAUTO_30,COMPTRANSIT_30,HH_40,JOB_40,JOBAUTO_40,HHAUTO_40,JOBTRANSIT_40,HHTRANSIT_40,COMPAUTO_40,COMPTRANSIT_40,HH_50,JOB_50,JOBAUTO_50,HHAUTO_50,JOBTRANSIT_50,HHTRANSIT_50,COMPAUTO_50,COMPTRANSIT_50,SHAPE_Length,SHAPE_Area
2507,1555,351555,324.95,2,407.2,337.5,234542.494537,144874.656299,4295.23057684,3437.59228948,123734.663993,2492.84830068,439,506.8,312042.180122,177505.455701,5558.71599494,4041.22891176,164664.83905,3256.61607598,468.5,559.2,367465.256657,193539.064173,33620.788377,15445.6493635,193244.714908,16808.9085464,483,615.7,381944.648754,202906.457057,42119.8883443,18698.5032482,204313.174856,21035.9837574,6383.74984594292,2280941.24039897
2508,1570,351570,298.7,2,553.3,388.2,215322.259018,133522.540311,17726.5846475,7687.42585497,112826.566717,8441.88738734,604.5,392.2,286968.363568,165167.085264,30910.9185839,11903.1435561,149640.491185,14668.2064553,648.2,453.8,339894.79102,180889.082366,40425.9914265,16834.5923486,179197.323576,20054.7239564,690.3,364.3,360356.083737,190468.42926,60493.6983076,24557.6902957,192965.77838,30754.753336,6299.46590830306,2095950.68539651
2509,1636,351636,191.47,1,535.5,724.5,372981.857661,171988.0173,110290.514995,40740.5634299,178660.254451,48792.4713767,599,790.8,468500.137136,195874.867281,119845.182778,45680.7628196,219982.396961,54505.2837409,674.2,758.8,520235.508231,216333.354246,138413.676596,57277.4813894,252146.451308,66981.9167351,728.8,749.5,542158.549748,221126.887899,157026.82642,67327.9833588,266374.879689,78319.2998532,4973.18789272956,1346954.37873818
2510,1637,351637,138.5,1,303.2,1079.3,368733.396441,170463.521714,118943.207855,44221.9138727,174300.786716,49377.9193909,404.7,1152,455014.187337,190185.483345,141458.912935,54812.5562861,206223.434746,61570.9759247,465.7,1226.2,502921.260329,209554.399582,163199.122573,67053.6948777,232493.586177,74894.9372734,518,1203.5,522323.607059,213889.844447,185945.144813,79445.6790704,243611.116474,88558.0435471,4191.06360530759,974393.206170732
2511,1663,351663,158.1,1,291.2,160.5,279872.390455,140178.596076,13536.1610711,7758.37251262,137980.217843,6881.86067214,308.8,186.5,317409.070388,154421.540881,14501.3428743,8507.33644237,158622.593845,7585.72504819,324.2,183.5,344008.769425,170051.860316,19595.745627,10965.9120707,178287.451502,10448.9950098,336.8,220.5,347156.797948,173847.06587,21885.826905,12609.1618679,183265.95431,11982.9312555,5826.7578667582,1137205.88638449
2512,1689,351689,667.05,1,1342.5,761.9,242343.661189,128558.267271,4016.30088008,2672.22618255,121053.769817,2124.21551851,1451.5,903.5,277143.484313,142839.909062,4088.5632619,2784.32911176,140385.781368,2232.67553602,1576.7,923.8,303260.664226,156762.822244,5720.04963792,3552.3546003,158724.309003,3133.9994409,1657,997.7,305128.722495,160318.832662,14487.700994,8198.73076478,163093.996486,7887.24379628,13545.3605820658,5218558.04411438
2513,1665,351665,162.27,1,448.7,75.5,272120.561721,136522.222781,12917.7793373,7394.33354135,133804.628746,6421.50999592,459.3,73.5,308346.916556,150333.254752,13822.5023913,8096.28145792,154962.360021,7047.86413237,467.8,74.8,334297.830062,165473.51403,18671.605456,10442.4430198,174847.067696,9858.78255002,472.2,76.2,305040.207637,153754.661975,20922.9100702,12041.97563,163131.254282,11308.6611799,4389.23807604682,1144454.93145255
2514,1664,351664,236.19,1,712.5,99.2,261216.694507,119072.115637,32778.9541123,15193.3129157,127641.901792,16033.3177464,725.8,103,293709.135599,132569.062394,16018.3271555,7932.5342694,146934.485384,8060.391971,736.7,104.3,315290.788415,146103.915494,50221.9504428,23625.1214988,164295.40649,26194.6493229,745,106.5,325860.556068,152967.288239,54694.9234629,27438.9937566,173552.828713,29256.2762162,5238.19386203897,1661896.63756012
2515,1681,351681,150.35,1,449,218.5,288930.031682,147002.171444,22732.602187,10490.9111745,142828.671691,11030.2709565,456.7,239.7,336901.004977,160610.925998,26606.2955457,11782.3186232,167815.325199,13064.425806,467,269,372652.903928,175712.696171,30238.5794481,13629.1656555,191122.244521,15362.3370219,488.8,251.7,391350.078386,180696.569942,32371.591456,15043.7181619,203908.060952,16887.8185708,4371.0486109513,1057213.35070755
2516,1694,351694,131.07,1,1020.3,793.7,287771.111571,146873.540023,39863.3744284,14957.3242748,142813.267974,18294.154069,1051,805.5,348679.487721,165531.402755,42183.600771,14817.6787581,172834.241116,19458.8480784,1065,818.7,391285.236029,178895.646738,50529.7831748,19519.2268627,197899.492361,24525.5551634,1074.7,834.3,415308.269544,186840.062199,60979.8039732,24689.2279331,212501.555837,30393.6634588,4071.20795789718,921353.864168436
2517,1714,351714,150.12,1,409.3,838,279752.417198,144249.437553,38353.7209026,15028.0690831,140796.683088,16922.9118957,517.5,1069.7,351727.71937,164515.102518,27690.6612025,9486.06690528,170724.002164,11672.7059055,592.5,1258.2,394941.584602,177747.478755,72396.5453125,27110.3437732,191808.361786,32274.4625645,670.7,1272.8,422536.614738,186369.358415,85089.8810138,33555.5549942,206530.33119,39583.5652495,4628.49555377381,1055093.89086036
2518,1695,351695,129.92,1,247,127.5,294778.298633,155056.901494,14967.8830214,6847.59459994,146795.820817,7246.4551554,275,157.5,323312.01143,158684.211248,19302.1618204,8121.81370155,161936.213371,9365.10803718,286.5,145,355643.420927,173043.521783,27479.1575192,11594.0993198,183949.283066,13839.9250728,301,142,368125.863818,177082.393336,29702.3488586,12857.7207235,193649.444197,15335.3805826,4203.51160215073,962975.892949587
2519,1696,351696,218.27,1,468.3,1542.7,267483.230705,139894.597916,35143.7470274,14529.4862931,136612.02336,15569.5998674,590,1675.5,333964.959621,159864.136129,18689.1745071,7456.24668472,163310.574273,8262.12218788,636,1873.7,372702.256386,172193.876502,67327.5023698,26302.7573103,181463.654371,29862.6662085,648,2296,396266.058434,180179.587381,77061.8101062,31069.887391,191471.243541,34632.5775921,5068.84467426392,1547545.64321273
2520,1883,491883,98.85,0,0,0,30897.0074588,47696.3989957,0,0,0,0,165,14,94523.8325568,88788.1810436,6666.12380581,6964.45813748,49305.7889391,3506.01270116,209,17,130200.49272,121762.596846,11741.7690017,10671.6177396,70591.9264264,6353.46426743,209,17,137195.559356,135353.59302,16067.2668097,13136.9320201,76316.8944873,8823.93337744,3380.95792623772,689526.170259137
2521,1985,491985,79.23,0,0,3,106318.364723,97921.9448125,9113.22809609,4027.67613343,97921.9448125,4027.67613343,0,238,171077.14468,138549.368243,28186.1559737,16167.8719008,138549.368243,16167.8719008,0,750,223784.173214,180971.254052,32779.4498576,19922.7663012,180971.254052,19922.7663012,0,1713,257299.826691,208274.406094,47397.8164693,26088.5381158,208274.406094,26088.5381158,2972.88749262213,553429.409591564
2522,1986,491986,156.24,0,33,454,102505.518669,95599.0375472,8071.19610813,3677.41389149,89758.9525219,3714.12331428,198,822,167752.930141,139137.306815,24185.9332758,13973.2296881,121466.167752,13394.4918245,365,896.1,215843.757261,179189.238006,28024.574525,16883.9648546,150458.771189,15940.5328226,434,1328,248254.741233,205736.755365,41204.1908103,21981.2769177,178393.111445,22043.2911252,4532.77154287829,1091506.31274096
2523,1988,491988,110.65,0,0,756,756,2.94422770863e-231,0,0,2.94422770863e-231,0,0,1429,181345.630146,148698.557524,0,0,148698.557524,0,0,2120,224274.326178,192402.130357,13370.8936288,7333.35952364,192402.130357,7333.35952364,0,2429,234783.924035,202160.942414,37535.939761,18479.1127562,202160.942414,18479.1127562,4429.86717364473,773163.979611614
2524,2089,492089,71.41,0,0,751,142693.875644,109862.551929,9888.57102171,2620.27732145,109862.551929,2620.27732145,0,1296,209105.294684,154375.319659,30485.8530434,11113.0374264,154375.319659,11113.0374264,0,201,239988.180618,176066.874359,42298.7045523,16807.6540706,176066.874359,16807.6540706,0,2277,261200.12187,187493.159582,63469.9671992,23541.0561182,187493.159582,23541.0561182,3187.78860967546,499593.981460521
2525,2112,492112,137.04,0,0,2071,134731.135434,102126.184008,17985.8827415,5209.29564239,102126.184008,5209.29564239,0,2673,197174.423382,145659.409557,44717.8155148,15879.2330844,145659.409557,15879.2330844,0,3545,228138.098293,164766.062681,52351.9006661,20285.7205376,164766.062681,20285.7205376,0,3216,247327.672201,175669.984605,110242.311836,41462.3824593,175669.984605,41462.3824593,5152.13374141049,958995.905818135
2526,2107,492107,76.02,0,23,184,137120.193911,105861.816371,21009.2584775,5890.0749164,98037.4293801,6787.78066497,68,293,201892.44281,149735.243154,40484.6889954,15101.7261284,134587.519546,16771.1610919,129,704,233406.236995,170147.375703,49120.8426393,19488.8214463,157859.539414,21122.6748787,132,1187,253293.774873,181890.048147,78508.8286663,29000.9026352,174045.574577,31262.8322457,3033.09930526994,531955.537190954
2527,2106,492106,101.88,0,196,1409,151965.395418,116433.353776,15003.1964005,4495.1791456,107195.798509,5128.82061712,225,2549,196774.117056,146126.99957,34119.0484237,13278.2309721,139119.788266,13861.1738196,265,3095,227688.395408,167796.311128,42465.7264307,17387.3911697,161045.740711,18077.3209277,265,4006,250202.191143,179329.631617,71120.2772467,26628.2282171,174413.504559,27899.0174981,3397.67180394147,712940.38030492
2528,2131,492131,108.73,0,174,462,120257.557681,84336.8449222,0,0,73351.2391103,0,203,473,152939.267692,108761.534635,20848.7429459,8857.99200766,94171.681231,9614.70772312,219,485,170470.23742,129730.87016,23534.907728,10351.5959274,111164.533495,11282.1409067,224,490,181189.449617,139269.446273,28039.0281594,11526.5534877,120016.212701,13155.0492255,4194.90661418403,761215.467784829
2529,2130,492130,304.42,0,212,20,102567.996823,72178.4342874,0,0,51315.3573439,0,226,28,129560.321638,92578.9894537,0,0,66872.8592558,0,237,28,144931.629544,109786.955095,0,0,78110.822689,0,247,20,152400.585635,116517.849464,0,0,83351.3592573,0,7136.01252786385,2135384.0714811
2530,2132,492132,202.99,0,340,99,113063.583918,79278.7749858,0,0,58474.9129043,0,363,120,143083.917392,101810.214113,11312.7675076,4856.45778362,76325.3338965,5578.7343319,367,109,160213.15246,120814.887227,12657.8464448,5603.81331705,89119.1376094,6508.97945827,369,148,167230.186204,127214.796225,14672.8736197,6070.73803324,96499.3361476,7564.06033818,5134.31755770634,1421208.33737133
2531,2153,492153,167.86,0,285,31,146798.393929,99077.7982132,0,0,73430.6863497,0,314,90,197135.248864,136594.005108,23297.8482957,11274.6884629,104014.76925,11678.4306447,357,108,225432.600469,164430.69144,25545.0888973,13082.4507105,124746.001111,13374.5400049,381,31,249521.40745,180466.443025,34508.996912,16054.933319,136048.188656,18442.5225869,4526.7858795461,1173263.86360955
2532,2161,492161,281.91,0,596,456.1,136230.909013,88566.3867877,12028.5662965,4962.08090342,72797.5520046,5647.26008054,597,568,173047.164584,116037.008453,23776.5978402,10151.3125179,96526.9009395,11386.0840007,603,626,198268.746131,142075.490006,25995.854973,11726.1124138,117546.028249,12976.0467649,606,644,217098.720777,156190.644298,29730.8774636,12825.3287072,131043.204768,14832.5113326,6546.52655127984,1971265.89837693
2533,2157,492157,116.22,0,227,562,130907.417297,87200.1327475,11859.1728328,5055.66345698,76845.1911934,5401.36405153,232,637,165936.615401,113281.694488,23034.035544,9993.19860821,100824.450117,10669.0267618,233,735,189632.881401,138596.379782,25270.3855763,11542.9279544,123932.604165,12195.3554552,244,750,206392.837591,151569.386106,28975.0979138,12607.1686322,136243.945964,13725.4010557,3747.37016555396,812905.836201272
2534,2166,492166,409.81,0,337,199,132570.758325,80803.7082905,11834.9985392,4871.45430702,68611.3309161,5598.79886495,438,197,164303.666471,107327.609889,20086.0621161,9366.60875493,87307.2779458,9979.79426633,508,185,186865.412341,128066.207865,21574.9023444,10688.7297067,102976.420356,11231.2868409,559,233,205809.033541,140550.607656,25767.3047263,12210.7544225,116091.727938,13548.9174979,7040.51029877082,2867469.02638197
2535,2207,492207,171.19,0,120,2702,156117.425519,94863.5677885,4379.52221857,2095.16252949,93351.2851155,2099.69939696,127,2706,198166.492188,124692.725743,30159.8738036,13133.1066775,122573.84306,13308.7094195,135,2749,224672.957144,148743.93819,32993.3408796,15269.4555374,146119.253943,15445.9500457,143,2927,249082.485036,162696.02945,37772.5680041,17021.0106823,160294.02233,17294.3190129,4373.73917401703,1195984.42701728
2536,2211,492211,149.64,0,599,895.1,150149.377845,88708.5597902,0,0,80054.4083517,0,605,988,191070.038433,117180.107592,45200.386118,18304.2606124,105699.785844,20754.6483904,646,1072,214645.498771,141097.923985,48742.3369257,21540.0164686,125964.847858,23713.4865747,652,1143,238186.276771,154194.927429,57625.395501,25186.063049,140714.666206,28164.5691436,4103.8417827981,1045205.60446826
2537,2214,492214,214.63,0,442,278,145172.781746,83045.1580393,14017.7752799,5270.01511391,74042.7480884,6501.05018793,463,318,177234.605129,106665.534202,22714.5180844,9611.03604903,93753.0038751,10971.9773371,486,344,195494.627754,127151.121888,24180.9182201,10929.759385,109335.012255,12223.2379576,505,342,217164.854391,138957.531268,27454.21058,12129.5165344,122650.93072,14054.6255361,5127.55953811848,1499157.92398398
2538,2215,492215,264.01,0,539,49.1,133007.42166,76937.109025,0,0,65789.9428654,0,557,62,161757.317423,98024.21302,0,0,82366.2961295,0,566,47,177609.453383,115899.888957,0,0,94257.2588741,0,568,53,196304.96212,126362.267875,0,0,106500.560513,0,5705.25687104921,1845685.81881363
2539,2233,492233,56.79,0,187,414,160027.608108,89926.1300922,11442.1275966,4169.41152239,84477.1333693,4863.00266589,248,436,202147.938862,120334.003949,32289.0820066,12409.2913897,110524.065016,14454.6989693,250,442,228020.384281,148216.576604,34833.2375779,14425.8366396,133483.41814,16434.7594808,252,562,254180.586923,162328.529718,40114.7369672,16291.7860328,150630.807243,18687.835103,2801.30452383574,396547.230449878
2540,2237,492237,105.63,0,1,735,158521.614025,86889.3967839,16011.5637471,5845.50329549,86864.3184682,5851.07085168,1,915,198097.633469,115180.685503,40322.7040551,16155.7131828,115147.380293,16164.713333,1,915,218339.856038,140525.511977,42756.9213011,18759.6267152,140471.926748,18767.3160445,1,917,242468.19806,153728.845183,47116.4639341,20594.7883814,153681.433779,20604.3623689,3582.383102932,737483.987521756
2541,2304,492304,176.75,0,105,3503,171085.202539,84504.5115712,21730.0699301,9849.70832595,84474.5183026,9896.74077191,110,3546,197923.26283,107830.735218,35429.9777011,16147.6585338,107359.544106,16246.3180086,116,3546,213970.922418,134913.552619,35946.1714775,18797.3269226,133594.899044,18802.496388,118,3546,232041.980364,147500.874831,36691.2756564,20400.5232804,146172.113621,20360.8330966,4264.4791470316,1232769.4659227
2542,2414,492414,74.55,0,1,11,196560.899074,94554.2727209,21931.9387101,7815.1781846,94856.5832704,8276.27501626,1,19,203029.8925,109310.518457,32145.0730398,13099.2875482,108645.491484,13391.9957368,1,124,214587.482578,139322.277204,33888.2757324,15187.0087698,138920.424209,15226.5767933,1,192,254545.464678,156489.298386,35092.5016886,16094.621966,156300.382304,16121.1686014,3590.57826375442,518627.938385919
2543,2432,492432,79.13,0,254,74,193259.049803,93335.9216609,29707.7989457,10619.0683624,94676.4390873,14087.1559176,256,299,220378.743671,119144.313738,11293.2618746,5377.05838321,114029.44323,5573.56855387,256,323,217251.881971,140116.151762,0,0,124495.340446,0,275,327,259843.205002,157530.804626,0,0,146623.741805,0,3229.71319166667,550537.87107847
2544,2464,492464,66.48,0,295,304,168532.074463,76293.6388422,56706.6118364,19156.880926,80567.8603462,24920.7538679,328,374,186387.199275,95134.3026595,75095.1020904,30264.2192128,94347.8182035,35070.0207937,465,298,197768.118526,121434.13906,81472.6022995,36573.3921474,108319.680476,41234.8492392,601,236,225110.083913,130888.479357,86619.4447856,39715.1037389,122711.578765,45362.0354665,2858.28308136929,462406.42481866
2545,2469,492469,51.08,0,0,848,164757.014567,74314.2184409,51406.5729971,17192.5497224,74314.2184409,17192.5497224,1,847,181454.163899,91560.822324,68847.115835,28031.2824933,91560.4718733,28046.8351362,1,847,189486.060882,116442.527296,75830.1490203,33650.7073795,116404.657978,33664.5844981,1,929,216393.32135,127192.027369,79860.2024044,36487.3426812,127170.258138,36500.2025202,2733.46218637596,355237.88387298
2546,2475,492475,132.76,0,537,693,153541.079477,72858.2158666,20673.1789026,7053.21945089,74396.6048179,8947.9076127,585,857,155788.036776,83736.5766032,37857.5820348,14660.4121437,80712.7371397,17198.4187159,612,878,166674.649646,105636.551619,38888.9649121,16232.4036484,95333.7111457,18626.8408048,614,881,185722.655951,113048.955269,40380.4369304,17187.7281973,105578.203678,19736.7965433,4576.3395683836,923166.810587654
2547,2476,492476,71.24,0,434,40,153977.718478,72781.9313678,0,0,75464.1469713,0,451,39,169671.269432,91159.1647938,39424.6560695,15386.3455406,85712.3631576,19674.1207089,474,39,180295.748027,114788.133734,40460.6862248,16898.1402169,95555.7574058,21076.7396817,479,39,201666.269513,123889.43616,41742.2026018,17836.4335208,109035.926831,22241.6632793,3523.0134703281,495531.54388982
2548,2477,492477,92.31,0,176,174,157904.823174,75745.2106833,29402.0891311,10449.0991874,76935.5688381,13131.3536537,214,319,173229.268018,95305.530334,41801.9095765,15807.4263828,90714.844451,18806.4179758,239,366,182738.132869,120445.936338,43267.3825412,17856.728829,106903.390619,20558.3450231,241,421,205367.647056,131232.944166,45242.3289885,18971.3779814,120475.287814,21727.7301686,3575.12922035942,644539.725281413
2549,2501,492501,225.77,0,500,52,119486.05891,68896.5563315,20292.9850833,8313.33498962,59151.5316491,9881.48386618,585,51,127573.583527,87295.4617979,31588.73419,11999.9294998,65236.3820188,15748.7742442,619,51,126749.161128,100408.031402,33062.2597957,13769.6057049,67994.9589668,17220.9626841,640,53,127762.674537,112891.832214,34865.485071,15069.4684081,70550.8146848,18582.1833947,6020.97245563651,1578816.50427862
2550,2502,492502,107.92,0,365,433,127153.29758,72120.5478001,25998.9839794,10166.76312,65988.6236128,11807.2291102,507,389,136372.246935,91405.8165024,35019.1933624,13699.7530831,75029.7620008,16542.7123763,529,424,136020.254617,105097.64555,37224.0114021,16081.2758811,81429.4737525,18526.984964,538,531,139010.83226,119646.737646,40224.3934814,17652.6192498,90286.2153476,20244.0398785,4041.24132778171,847939.970207169
2551,2524,492524,159.06,0,30,30,108564.936014,66935.2261546,19085.340189,8608.38188432,57784.8115033,9118.37624568,122,41,119019.816119,86540.6372906,24715.3930106,10539.6801517,63807.2169207,12174.1311734,325,61,134777.059821,112885.899296,28023.8635882,13335.507688,74586.3576651,14598.7068999,365,88,140515.942888,135144.036858,32787.3014955,15142.146808,82360.1806705,17337.1760463,5737.77089154599,1103434.18655793
2552,2582,492582,150.58,0,399,38,95213.042871,63132.8829176,0,0,47470.9562134,0,478,42,103442.4978,81300.8023431,8990.57540752,5791.02879074,53348.3890218,4582.65847973,599,50,123275.891691,113898.087102,11090.0572041,7351.94133839,66831.2208898,5890.61786763,643,53,123826.936145,142667.492908,12832.8735932,8681.33706623,69779.9648267,6972.745005,4213.50062575669,1043324.64755839
2553,2605,492605,74.64,0,174,16,101038.984771,66311.0266466,0,0,50320.4169574,0,193,23,109690.630658,85198.3410222,8869.82033951,5887.93167082,56954.3302854,4548.73638259,209,17,128285.854025,116915.587188,10922.7355904,7481.8178983,69428.5871943,5810.06505462,212,17,130356.116156,146814.448597,12650.8692492,8843.47106222,73231.4119429,6883.69710828,3132.68269953586,517244.503301005
2554,2655,492655,222.52,0,8,12,92548.1675684,57383.132482,0,0,50499.3345103,0,8,12,103715.949872,76465.639302,0,0,62672.0347827,0,19,221.1,126250.708462,105713.331665,0,0,100177.149416,0,381,65,127560.23127,135441.846639,14030.3809464,8854.63838904,74175.1321699,7651.01847128,6076.32053067224,1543142.35397068
2555,2645,492645,346.82,0,4,9,100243.139014,60256.6389536,0,0,55006.5912605,0,4,9,109309.179911,76865.7868326,0,0,66648.0950343,0,7,135.1,127169.021751,102633.763115,0,0,99418.1795228,0,338,505,111346.968599,121561.079875,0,0,87330.633,0,6918.85459750087,2410957.52347491
2556,2667,492667,814.42,0,36,24,88537.1721709,53681.5780858,0,0,45981.5455424,0,36,24.1,98695.2531675,69135.9938499,0,0,54616.2859748,0,36,25.3,120298.886937,97486.2614227,0,0,72447.8932209,0,787,1178,111117.113379,116686.22304,0,0,85116.7995596,0,10376.563078866,5649560.61312655
2557,2716,492716,142.89,0,229,41,79341.1700575,51620.8311009,0,0,39971.3165788,0,261,350,84382.2855863,67018.4640333,14254.6344417,7807.49106746,52390.8630795,7433.61326085,314,1073,103138.723057,91032.5822732,20734.965407,12358.8144125,77851.6341879,11834.7245338,672,986,108576.346018,120442.028683,24486.136327,17188.7301555,85728.8217758,14936.3291366,4581.8562192362,988039.088975309
2558,2743,492743,103.36,0,117,214,80051.1297643,53187.6186706,11591.5008643,6317.08180482,45867.9820026,5986.72182509,131,252,82270.1926502,66475.1669742,7913.64358168,5673.64347264,53763.6514001,4816.90045803,148,274,97654.8896539,89861.6681546,21448.3489523,14146.6822253,70316.873325,12687.7063898,171,267,103942.221046,116915.596393,27490.9556337,18990.4254362,83720.5569488,16698.4496207,3389.09916638261,715306.209399873
2559,2739,492739,282.96,0,161,436,79337.0117312,54183.7803016,10142.6606603,5529.96588647,47641.904426,5293.38703983,442,154,85564.2946163,68776.1455666,7955.33996288,5425.56272443,46937.7244664,4219.3649895,577,803,102006.411342,93895.9554196,19983.0648946,13138.1330364,70614.8358893,11613.5171411,724,1046,107772.181248,121910.773797,25769.4215539,17867.0388028,85891.1008167,15605.7130482,5707.43479617836,1958807.28725217
